"","META","META_AAPL","META_GOOG","META_MSFT","META_AMZN","AAPL","AAPL_GOOG","AAPL_MSFT","AAPL_AMZN","GOOG","GOOG_MSFT","GOOG_AMZN","MSFT","MSFT_AMZN","AMZN","horizon"
"43",0.973814192028402,0.546340943341859,0.624150734137504,0.4250793191666,0.848260824527849,0.327466427661413,0.370779824817037,0.265206437640481,0.47143841025064,0.42032807258611,0.298665834408717,0.539266624085522,0.220057818018179,0.364708963458711,0.739886780056793,43
"44",0.967174455618216,0.535199848514421,0.613364339112838,0.413930206503761,0.839712902598672,0.316902912669331,0.359881938465668,0.255365938782673,0.460206198916579,0.409194051851829,0.28839854118578,0.528105887152959,0.21095314940059,0.353850396958741,0.730051086637646,44
"45",0.960579990780326,0.524285945142185,0.602764351491488,0.403073516237317,0.831251118054595,0.306680158865456,0.349304360607313,0.245890572154054,0.449241599573205,0.398354958879447,0.27848420869012,0.51717613438169,0.202225177195711,0.343315125135479,0.720346144122075,45
"46",0.954030488840541,0.513594600291124,0.592347549833859,0.392501578621657,0.822874602889431,0.296787173868231,0.339037676798898,0.236766789503997,0.438538236256298,0.387802981362268,0.268910703122468,0.506472585291439,0.19385831597223,0.333093522459812,0.710770214371437,46
"47",0.947525643229298,0.503121275502938,0.582110768372358,0.382206925075645,0.814582497843891,0.287213319891797,0.329072749304772,0.227981545290434,0.428089884911574,0.377530513932867,0.259666307809524,0.495990558339413,0.185837625130221,0.323176249985787,0.70132158235306,47
"48",0.941065149467311,0.492861524868484,0.572050896049284,0.372182282906414,0.806373952317438,0.277948302307339,0.319400708963781,0.21952227802682,0.417890469775365,0.367530152681498,0.250739708864331,0.48572546887268,0.178148782221897,0.313554246818105,0.691998555833076,48
"49",0.934648705151317,0.482810993140498,0.562164875571348,0.362420570171549,0.798248124281034,0.268982158573414,0.31001294729538,0.211376892321234,0.407934059841539,0.357794689819709,0.242119981339619,0.475672827122921,0.170778057376196,0.304218721833652,0.682799465073347,49
"50",0.928276009939923,0.472965413884795,0.552449702480534,0.352914890676026,0.790204180190767,0.260305247523373,0.300901108837759,0.203533741581908,0.398214865412588,0.348317108485304,0.233796575857142,0.465828236242687,0.16371228878152,0.29516114564951,0.673722662532418,50
"51",0.92194676553955,0.463320607669179,0.542902424241009,0.343658529100368,0.782241294902342,0.251908238998353,0.292057083711168,0.195981611364477,0.388727234732897,0.339090577684923,0.225759305696676,0.456187390382291,0.156938859182852,0.286373242830101,0.664766522570448,51
"52",0.915660675690463,0.45387248028928,0.533520139341826,0.334644946256589,0.774358651586443,0.243782103814689,0.28347300039982,0.188709703337125,0.379465650702221,0.330108447370584,0.217998334328848,0.446746072806514,0.15044567335128,0.277846984326353,0.655929441158055,52
"53",0.909417446152913,0.444617021030567,0.524299996415121,0.325867774468558,0.766555441644939,0.235918104054963,0.275141218745941,0.181707619840707,0.370424727667464,0.32136424364664,0.210504163376561,0.437500154050269,0.144221136485699,0.269574580139979,0.647209835589042,53
"54",0.903216784693357,0.435550300965813,0.515239193369556,0.317320813073538,0.758830864627943,0.228307783672243,0.267054323149748,0.174965349021771,0.361599208290902,0.312851664103704,0.203267620990268,0.428445590112457,0.138254133508119,0.261548472206158,0.638606144196932,54
"55",0.897058401070781,0.426668471287266,0.506334976538738,0.308998024041701,0.751184128151694,0.220942959397418,0.259205115969276,0.168473250517214,0.352983960493012,0.304564573276165,0.196279850622868,0.419578420687184,0.132534009215606,0.253761327488126,0.630116826075284,55
"56",0.890942007023117,0.417967761672839,0.497584639844352,0.300893527710546,0.743614447817286,0.213815711939848,0.251586611114217,0.162222041670116,0.34457397446815,0.296496998220041,0.189532300190496,0.410894767431597,0.12705054925342,0.246206031277364,0.62174036080171,56
"57",0.884867316253748,0.409444478685616,0.488985523973753,0.293001598631189,0.736121047130194,0.206918377471856,0.244192027828027,0.156202784257028,0.336364359771321,0.288643124207955,0.183016711605929,0.402390832269566,0.121793961875373,0.238875680693256,0.613475248165577,57
"58",0.878834044418106,0.401095004205991,0.480535015571784,0.285316661523603,0.728703157420628,0.200243539387931,0.237014784652799,0.150406871707758,0.328350342474366,0.28099729053816,0.176725110671808,0.394062895730472,0.116754860458822,0.231763578376288,0.605320007899318,58
"59",0.872841909110364,0.392915793895783,0.472230546446543,0.277833287337937,0.721360017764682,0.193784020329754,0.230048493571522,0.144826016799353,0.320527262389902,0.273553986454567,0.170649797321302,0.385907315322377,0.111924246743101,0.224863226369023,0.597273179413322,59
"60",0.866890629850216,0.384903375693672,0.46406959278889,0.270546189419152,0.714090874906276,0.187532874468488,0.223286954322499,0.139452239806704,0.312890570361399,0.266307847174858,0.164783336194265,0.37792052393886,0.107293494761433,0.218168320179248,0.58933332153434,60
